Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,image
mei-9652f-blue,,,,,,,,,Blue,,,8X11 (8′ 6″ X 13′),,,,,M9652F259396ST,0.0,shopify,53.0,deny,manual,459.0,919.0,True,True,,,,,748679440856.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9652f_134fd1c6-42bf-47ce-8004-281939ba7ff6.jpg?v=1762561974,lb,,,,
mei-9650b-navy,Meridian 9650B Navy/ Green Outdoor Border Rug,"<p>The Meridian Navy Outdoor Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Navy</li>
<li>
<strong>Color Blend:</strong> Navy/ Green</li>
<li>
<strong>Primary Pattern:</strong> Outdoor</li>
<li>
<strong>Secondary Pattern:</strong> Border</li>
<li>
<strong>Model:</strong> MER9650B110X210</li>
<li>
<strong>Country of Origin:</strong> Egypt</li>
<li>
<strong>Style:</strong> Outdoor</li>
<li>
<strong>Fiber Type:</strong> Polypropylene</li>
<li>
<strong>Back Type:</strong> WOVEN POLYPROPYLENE</li>
<li>
<strong>Weave:</strong> Machine-Woven</li>
<li>
<strong>Pile Type:</strong> Loop Pile</li>
<li>
<strong>Pile Height:</strong> 0.15</li>
</ul>
<p><em>Breathe new life into any indoor or outdoor space with the vibrantly beautiful hues of Meridian. The collection features unique, tricolor yarn for added color versatility on popular shades of indigo blue, Aruba blue, Kelly green and tomato red. Boasting on-trend geometric patterns as well as classic stripes and border designs, a Meridian rug will give any area an instant wow-factor.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Outdoor,"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",True,Color,Navy,,Size,"Scatter 1'10"" X  2'10""",,,,,M9650B056086ST,0.0,shopify,253.0,deny,manual,29.5,59.0,True,True,,,,,748679440634.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9650b_d9718102-1cf8-473d-b2c9-2e4770b31067.jpg?v=1762561972,1.0,Meridian 9650B Navy Outdoor Rug,False,Oriental Weavers MERIDIAN Outdoor Outdoor Border Machine-Woven Polypropylene Rug,The Meridian Navy Outdoor Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,False,Weave: Machine-Woven,,,,,False,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9650b_d9718102-1cf8-473d-b2c9-2e4770b31067.jpg?v=1762561972,lb,,,active,data/rugs/0278_meridian_9650b_d9718102-1cf8-473d-b2c9-2e4770b31067.jpg
mei-9650b-navy,,,,,,,,,Navy,,,"Runner 2' 3"" X  7' 6""",,,,,M9650B068230ST,0.0,shopify,121.0,deny,manual,69.5,139.0,True,True,,,,,748679440641.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9650b_rs_6955694f-067c-4e54-b1b1-c7bd3e2646d5.jpg?v=1762561973,2.0,Meridian 9650B Navy Outdoor Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9650b_rs_6955694f-067c-4e54-b1b1-c7bd3e2646d5.jpg?v=1762561973,lb,,,,data/rugs/0279_meridian_9650b_rs_6955694f-067c-4e54-b1b1-c7bd3e2646d5.jpg
mei-9650b-navy,,,,,,,,,Navy,,,4X6,,,,,M9650B110170ST,0.0,shopify,368.0,deny,manual,89.0,179.0,True,True,,,,,748679440658.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9650b_rnd_fc958c0d-d988-4b26-99da-d763fb2b96bd.jpg?v=1762561975,3.0,Meridian 9650B Navy Outdoor Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9650b_d9718102-1cf8-473d-b2c9-2e4770b31067.jpg?v=1762561972,lb,,,,data/rugs/0280_meridian_9650b_rnd_fc958c0d-d988-4b26-99da-d763fb2b96bd.jpg
mei-9650b-navy,,,,,,,,,Navy,,,5X8,,,,,M9650B160230ST,0.0,shopify,0.0,deny,manual,159.0,319.0,True,True,,,,,748679440665.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9650b_corner_9c8b14d5-2f3b-4409-935f-89b6d6c7346e.jpg?v=1762561972,4.0,Meridian 9650B Navy Outdoor Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9650b_d9718102-1cf8-473d-b2c9-2e4770b31067.jpg?v=1762561972,lb,,,,data/rugs/0281_meridian_9650b_corner_9c8b14d5-2f3b-4409-935f-89b6d6c7346e.jpg
mei-9650b-navy,,,,,,,,,Navy,,,6X9,,,,,M9650B200290ST,0.0,shopify,0.0,deny,manual,249.0,499.0,True,True,,,,,748679440672.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9650b_d9718102-1cf8-473d-b2c9-2e4770b31067.jpg?v=1762561972,lb,,,,
mei-9650b-navy,,,,,,,,,Navy,,,8X11 (7′10″ X 10′10″),,,,,M9650B240330ST,0.0,shopify,445.0,deny,manual,329.0,659.0,True,True,,,,,748679440689.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9650b_d9718102-1cf8-473d-b2c9-2e4770b31067.jpg?v=1762561972,lb,,,,
mei-9650b-navy,,,,,,,,,Navy,,,"Round 7'10""",,,,,M9650B240RDST,0.0,shopify,55.0,deny,manual,249.0,499.0,True,True,,,,,748679440702.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9650b_rnd_fc958c0d-d988-4b26-99da-d763fb2b96bd.jpg?v=1762561975,lb,,,,
mei-9650b-navy,,,,,,,,,Navy,,,8X11 (8′ 6″ X 13′),,,,,M9650B259396ST,0.0,shopify,48.0,deny,manual,459.0,919.0,True,True,,,,,748679440696.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_9650b_d9718102-1cf8-473d-b2c9-2e4770b31067.jpg?v=1762561972,lb,,,,
mei-7541b-navy,Meridian 7541B Navy/ Blue Outdoor Lattice Rug,"<p>The Meridian Navy Outdoor Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Navy</li>
<li>
<strong>Color Blend:</strong> Navy/ Blue</li>
<li>
<strong>Primary Pattern:</strong> Outdoor</li>
<li>
<strong>Secondary Pattern:</strong> Lattice</li>
<li>
<strong>Model:</strong> MER7541B110X210</li>
<li>
<strong>Country of Origin:</strong> Egypt</li>
<li>
<strong>Style:</strong> Outdoor</li>
<li>
<strong>Fiber Type:</strong> Polypropylene</li>
<li>
<strong>Back Type:</strong> WOVEN POLYPROPYLENE</li>
<li>
<strong>Weave:</strong> Machine-Woven</li>
<li>
<strong>Pile Type:</strong> Loop Pile</li>
<li>
<strong>Pile Height:</strong> 0.15</li>
</ul>
<p><em>Breathe new life into any indoor or outdoor space with the vibrantly beautiful hues of Meridian. The collection features unique, tricolor yarn for added color versatility on popular shades of indigo blue, Aruba blue, Kelly green and tomato red. Boasting on-trend geometric patterns as well as classic stripes and border designs, a Meridian rug will give any area an instant wow-factor.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Outdoor,"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",True,Color,Navy,,Size,"Scatter 1'10"" X  2'10""",,,,,M7541B056086ST,0.0,shopify,77.0,deny,manual,29.5,59.0,True,True,,,,,748679440719.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7541b_a1c99ba5-d071-425c-9baa-9bf0aab539ba.jpg?v=1762561971,1.0,Meridian 7541B Navy Outdoor Rug,False,Oriental Weavers MERIDIAN Outdoor Outdoor Lattice Machine-Woven Polypropylene Rug,The Meridian Navy Outdoor Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,False,Weave: Machine-Woven,,,,,False,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7541b_a1c99ba5-d071-425c-9baa-9bf0aab539ba.jpg?v=1762561971,lb,,,active,data/rugs/0286_meridian_7541b_a1c99ba5-d071-425c-9baa-9bf0aab539ba.jpg
mei-7541b-navy,,,,,,,,,Navy,,,"Runner 2' 3"" X  7' 6""",,,,,M7541B068230ST,0.0,shopify,61.0,deny,manual,69.5,139.0,True,True,,,,,748679440726.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7541b_corner_3583111a-a06d-4d79-a425-0daf3f6b9a4e.jpg?v=1762561970,2.0,Meridian 7541B Navy Outdoor Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7541b_corner_3583111a-a06d-4d79-a425-0daf3f6b9a4e.jpg?v=1762561970,lb,,,,data/rugs/0287_meridian_7541b_corner_3583111a-a06d-4d79-a425-0daf3f6b9a4e.jpg
mei-7541b-navy,,,,,,,,,Navy,,,4X6,,,,,M7541B110170ST,0.0,shopify,87.0,deny,manual,89.0,179.0,True,True,,,,,748679440733.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7541b_a1c99ba5-d071-425c-9baa-9bf0aab539ba.jpg?v=1762561971,lb,,,,
mei-7541b-navy,,,,,,,,,Navy,,,5X8,,,,,M7541B160230ST,0.0,shopify,71.0,deny,manual,159.0,319.0,True,True,,,,,748679440740.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7541b_a1c99ba5-d071-425c-9baa-9bf0aab539ba.jpg?v=1762561971,lb,,,,
mei-7541b-navy,,,,,,,,,Navy,,,6X9,,,,,M7541B200290ST,0.0,shopify,29.0,deny,manual,249.0,499.0,True,True,,,,,748679440757.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7541b_a1c99ba5-d071-425c-9baa-9bf0aab539ba.jpg?v=1762561971,lb,,,,
mei-7541b-navy,,,,,,,,,Navy,,,8X11 (7′10″ X 10′10″),,,,,M7541B240330ST,0.0,shopify,52.0,deny,manual,329.0,659.0,True,True,,,,,748679440764.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7541b_a1c99ba5-d071-425c-9baa-9bf0aab539ba.jpg?v=1762561971,lb,,,,
mei-7541b-navy,,,,,,,,,Navy,,,"Round 7'10""",,,,,M7541B240RDST,0.0,shopify,50.0,deny,manual,249.0,499.0,True,True,,,,,748679440788.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7541b_corner_3583111a-a06d-4d79-a425-0daf3f6b9a4e.jpg?v=1762561970,lb,,,,
mei-7541b-navy,,,,,,,,,Navy,,,8X11 (8′ 6″ X 13′),,,,,M7541B259396ST,0.0,shopify,50.0,deny,manual,459.0,919.0,True,True,,,,,748679440771.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7541b_a1c99ba5-d071-425c-9baa-9bf0aab539ba.jpg?v=1762561971,lb,,,,
mei-7420a-blue,Meridian 7420A Blue/ Ivory Novelty Geometric Rug,"<p>The Meridian Blue Novelty Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Blue</li>
<li>
<strong>Color Blend:</strong> Blue/ Ivory</li>
<li>
<strong>Primary Pattern:</strong> Novelty</li>
<li>
<strong>Secondary Pattern:</strong> Geometric</li>
<li>
<strong>Model:</strong> Invalid Part</li>
<li>
<strong>Country of Origin:</strong> Egypt</li>
<li>
<strong>Style:</strong> Outdoor</li>
<li>
<strong>Fiber Type:</strong> Polypropylene</li>
<li>
<strong>Back Type:</strong> WOVEN POLYPROPYLENE</li>
<li>
<strong>Weave:</strong> Machine-Woven</li>
<li>
<strong>Pile Type:</strong> Loop Pile</li>
<li>
<strong>Pile Height:</strong> 0.15</li>
</ul>
<p><em>Breathe new life into any indoor or outdoor space with the vibrantly beautiful hues of Meridian. The collection features unique, tricolor yarn for added color versatility on popular shades of indigo blue, Aruba blue, Kelly green and tomato red. Boasting on-trend geometric patterns as well as classic stripes and border designs, a Meridian rug will give any area an instant wow-factor.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Outdoor,"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",True,Color,Blue,,Size,"Scatter 1'10"" X  2'10""",,,,,M7420A056086ST,0.0,shopify,29.0,deny,manual,29.5,59.0,True,True,,,,,748679642090.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7420a_ee274dd7-1977-4712-b1ef-860aa2fda099.jpg?v=1762561969,1.0,Meridian 7420A Blue Novelty Rug,False,Oriental Weavers MERIDIAN Outdoor Novelty Geometric Machine-Woven Polypropylene Rug,The Meridian Blue Novelty Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,False,Weave: Machine-Woven,,,,,False,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7420a_ee274dd7-1977-4712-b1ef-860aa2fda099.jpg?v=1762561969,lb,,,active,data/rugs/0294_meridian_7420a_ee274dd7-1977-4712-b1ef-860aa2fda099.jpg
mei-7420a-blue,,,,,,,,,Blue,,,"Runner 2' 3"" X  7' 6""",,,,,M7420A068230ST,0.0,shopify,28.0,deny,manual,69.5,139.0,True,True,,,,,748679642106.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7420a_ee274dd7-1977-4712-b1ef-860aa2fda099.jpg?v=1762561969,lb,,,,
mei-7420a-blue,,,,,,,,,Blue,,,4X6,,,,,M7420A110170ST,0.0,shopify,29.0,deny,manual,89.0,179.0,True,True,,,,,748679642113.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7420a_ee274dd7-1977-4712-b1ef-860aa2fda099.jpg?v=1762561969,lb,,,,
mei-7420a-blue,,,,,,,,,Blue,,,5X8,,,,,M7420A160230ST,0.0,shopify,38.0,deny,manual,159.0,319.0,True,True,,,,,748679642120.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7420a_ee274dd7-1977-4712-b1ef-860aa2fda099.jpg?v=1762561969,lb,,,,
mei-7420a-blue,,,,,,,,,Blue,,,6X9,,,,,M7420A200290ST,0.0,shopify,18.0,deny,manual,249.0,499.0,True,True,,,,,748679642137.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7420a_ee274dd7-1977-4712-b1ef-860aa2fda099.jpg?v=1762561969,lb,,,,
mei-7420a-blue,,,,,,,,,Blue,,,8X11 (7′10″ X 10′10″),,,,,M7420A240330ST,0.0,shopify,38.0,deny,manual,329.0,659.0,True,True,,,,,748679642151.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7420a_ee274dd7-1977-4712-b1ef-860aa2fda099.jpg?v=1762561969,lb,,,,
mei-7420a-blue,,,,,,,,,Blue,,,"Round 7'10""",,,,,M7420A240RDST,0.0,shopify,8.0,deny,manual,249.0,499.0,True,True,,,,,748679642144.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7420a_ee274dd7-1977-4712-b1ef-860aa2fda099.jpg?v=1762561969,lb,,,,
mei-7420a-blue,,,,,,,,,Blue,,,8X11 (8′ 6″ X 13′),,,,,M7420A259396ST,0.0,shopify,11.0,deny,manual,459.0,919.0,True,True,,,,,748679642168.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_7420a_ee274dd7-1977-4712-b1ef-860aa2fda099.jpg?v=1762561969,lb,,,,
mei-5868l-blue,Meridian 5868L Blue/ Green Outdoor Floral Rug,"<p>The Meridian Blue Outdoor Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Blue</li>
<li>
<strong>Color Blend:</strong> Blue/ Green</li>
<li>
<strong>Primary Pattern:</strong> Outdoor</li>
<li>
<strong>Secondary Pattern:</strong> Floral</li>
<li>
<strong>Model:</strong> MER5868L110X210</li>
<li>
<strong>Country of Origin:</strong> Egypt</li>
<li>
<strong>Style:</strong> Outdoor</li>
<li>
<strong>Fiber Type:</strong> Polypropylene</li>
<li>
<strong>Back Type:</strong> WOVEN POLYPROPYLENE</li>
<li>
<strong>Weave:</strong> Machine-Woven</li>
<li>
<strong>Pile Type:</strong> Loop Pile</li>
<li>
<strong>Pile Height:</strong> 0.15</li>
</ul>
<p><em>Breathe new life into any indoor or outdoor space with the vibrantly beautiful hues of Meridian. The collection features unique, tricolor yarn for added color versatility on popular shades of indigo blue, Aruba blue, Kelly green and tomato red. Boasting on-trend geometric patterns as well as classic stripes and border designs, a Meridian rug will give any area an instant wow-factor.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Outdoor,"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",True,Color,Blue,,Size,"Scatter 1'10"" X  2'10""",,,,,M5868L056086ST,0.0,shopify,30.0,deny,manual,29.5,59.0,True,True,,,,,748679440566.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5868l_e8ebb9e0-09b5-4d9c-b76f-56d471c330c9.jpg?v=1762561967,1.0,Meridian 5868L Blue Outdoor Rug,False,Oriental Weavers MERIDIAN Outdoor Outdoor Floral Machine-Woven Polypropylene Rug,The Meridian Blue Outdoor Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,False,Weave: Machine-Woven,,,,,False,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5868l_e8ebb9e0-09b5-4d9c-b76f-56d471c330c9.jpg?v=1762561967,lb,,,active,data/rugs/0302_meridian_5868l_e8ebb9e0-09b5-4d9c-b76f-56d471c330c9.jpg
mei-5868l-blue,,,,,,,,,Blue,,,"Runner 2' 3"" X  7' 6""",,,,,M5868L068230ST,0.0,shopify,36.0,deny,manual,69.5,139.0,True,True,,,,,748679440573.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5868l_rs_748af663-e707-4352-abc8-13c03a19844c.jpg?v=1762561967,2.0,Meridian 5868L Blue Outdoor Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5868l_rs_748af663-e707-4352-abc8-13c03a19844c.jpg?v=1762561967,lb,,,,data/rugs/0303_meridian_5868l_rs_748af663-e707-4352-abc8-13c03a19844c.jpg
mei-5868l-blue,,,,,,,,,Blue,,,4X6,,,,,M5868L110170ST,0.0,shopify,20.0,deny,manual,89.0,179.0,True,True,,,,,748679440580.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5868l_rnd_5ef801e2-7427-4de5-992f-022ebe7e95b0.jpg?v=1762561967,3.0,Meridian 5868L Blue Outdoor Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5868l_e8ebb9e0-09b5-4d9c-b76f-56d471c330c9.jpg?v=1762561967,lb,,,,data/rugs/0304_meridian_5868l_rnd_5ef801e2-7427-4de5-992f-022ebe7e95b0.jpg
mei-5868l-blue,,,,,,,,,Blue,,,5X8,,,,,M5868L160230ST,0.0,shopify,60.0,deny,manual,159.0,319.0,True,True,,,,,748679440597.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5868l_e8ebb9e0-09b5-4d9c-b76f-56d471c330c9.jpg?v=1762561967,lb,,,,
mei-5868l-blue,,,,,,,,,Blue,,,6X9,,,,,M5868L200290ST,0.0,shopify,55.0,deny,manual,249.0,499.0,True,True,,,,,748679440603.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5868l_e8ebb9e0-09b5-4d9c-b76f-56d471c330c9.jpg?v=1762561967,lb,,,,
mei-5868l-blue,,,,,,,,,Blue,,,8X11 (7′10″ X 10′10″),,,,,M5868L240330ST,0.0,shopify,85.0,deny,manual,329.0,659.0,True,True,,,,,748679440610.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5868l_e8ebb9e0-09b5-4d9c-b76f-56d471c330c9.jpg?v=1762561967,lb,,,,
mei-5868l-blue,,,,,,,,,Blue,,,"Round 7'10""",,,,,M5868L240RDST,0.0,shopify,19.0,deny,manual,249.0,499.0,True,True,,,,,748679441037.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5868l_rnd_5ef801e2-7427-4de5-992f-022ebe7e95b0.jpg?v=1762561967,lb,,,,
mei-5868l-blue,,,,,,,,,Blue,,,8X11 (8′ 6″ X 13′),,,,,M5868L259396ST,0.0,shopify,63.0,deny,manual,459.0,919.0,True,True,,,,,748679440627.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5868l_e8ebb9e0-09b5-4d9c-b76f-56d471c330c9.jpg?v=1762561967,lb,,,,
mei-5703b-navy,Meridian 5703B Navy/ Ivory Outdoor Lattice Rug,"<p>The Meridian Navy Outdoor Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Navy</li>
<li>
<strong>Color Blend:</strong> Navy/ Ivory</li>
<li>
<strong>Primary Pattern:</strong> Outdoor</li>
<li>
<strong>Secondary Pattern:</strong> Lattice</li>
<li>
<strong>Model:</strong> MER5703B110X210</li>
<li>
<strong>Country of Origin:</strong> Egypt</li>
<li>
<strong>Style:</strong> Outdoor</li>
<li>
<strong>Fiber Type:</strong> Polypropylene</li>
<li>
<strong>Back Type:</strong> WOVEN POLYPROPYLENE</li>
<li>
<strong>Weave:</strong> Machine-Woven</li>
<li>
<strong>Pile Type:</strong> Loop Pile</li>
<li>
<strong>Pile Height:</strong> 0.15</li>
</ul>
<p><em>Breathe new life into any indoor or outdoor space with the vibrantly beautiful hues of Meridian. The collection features unique, tricolor yarn for added color versatility on popular shades of indigo blue, Aruba blue, Kelly green and tomato red. Boasting on-trend geometric patterns as well as classic stripes and border designs, a Meridian rug will give any area an instant wow-factor.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Outdoor,"Category: Outdoor/Casual, Collection: MEI, Fiber Type: Polypropylene, Shape: Rectangle, Style Type: Outdoor, Weave: Machine-Woven",True,Color,Navy,,Size,"Scatter 1'10"" X  2'10""",,,,,M5703B056086ST,0.0,shopify,33.0,deny,manual,29.5,59.0,True,True,,,,,748679440481.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5703b_4a6d2039-d591-4488-9656-94ceaf625675.jpg?v=1762561965,1.0,Meridian 5703B Navy Outdoor Rug,False,Oriental Weavers MERIDIAN Outdoor Outdoor Lattice Machine-Woven Polypropylene Rug,The Meridian Navy Outdoor Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,False,Weave: Machine-Woven,,,,,False,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5703b_4a6d2039-d591-4488-9656-94ceaf625675.jpg?v=1762561965,lb,,,active,data/rugs/0310_meridian_5703b_4a6d2039-d591-4488-9656-94ceaf625675.jpg
mei-5703b-navy,,,,,,,,,Navy,,,"Runner 2' 3"" X  7' 6""",,,,,M5703B068230ST,0.0,shopify,25.0,deny,manual,69.5,139.0,True,True,,,,,748679440498.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5703b_angle_0a252ad2-a7db-414d-a4de-984c23a15236.jpg?v=1762561966,2.0,Meridian 5703B Navy Outdoor Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5703b_runner_8d02222d-1f66-42e5-8387-8691b6956f41.jpg?v=1762561966,lb,,,,data/rugs/0311_meridian_5703b_angle_0a252ad2-a7db-414d-a4de-984c23a15236.jpg
mei-5703b-navy,,,,,,,,,Navy,,,4X6,,,,,M5703B110170ST,0.0,shopify,25.0,deny,manual,89.0,179.0,True,True,,,,,748679440504.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5703b_runner_8d02222d-1f66-42e5-8387-8691b6956f41.jpg?v=1762561966,3.0,Meridian 5703B Navy Outdoor Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5703b_4a6d2039-d591-4488-9656-94ceaf625675.jpg?v=1762561965,lb,,,,data/rugs/0312_meridian_5703b_runner_8d02222d-1f66-42e5-8387-8691b6956f41.jpg
mei-5703b-navy,,,,,,,,,Navy,,,5X8,,,,,M5703B160230ST,0.0,shopify,13.0,deny,manual,159.0,319.0,True,True,,,,,748679440511.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5703b_4a6d2039-d591-4488-9656-94ceaf625675.jpg?v=1762561965,lb,,,,
mei-5703b-navy,,,,,,,,,Navy,,,6X9,,,,,M5703B200290ST,0.0,shopify,24.0,deny,manual,249.0,499.0,True,True,,,,,748679440528.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5703b_4a6d2039-d591-4488-9656-94ceaf625675.jpg?v=1762561965,lb,,,,
mei-5703b-navy,,,,,,,,,Navy,,,8X11 (7′10″ X 10′10″),,,,,M5703B240330ST,0.0,shopify,36.0,deny,manual,329.0,659.0,True,True,,,,,748679440535.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/meridian_5703b_4a6d2039-d591-4488-9656-94ceaf625675.jpg?v=1762561965,lb,,,,
